,title,abstract,categories
361352,Continual Learning for Autonomous Robots: A Prototype-based Approach,"  Humans and animals learn throughout their lives from limited amounts of
sensed data, both with and without supervision. Autonomous, intelligent robots
of the future are often expected to do the same. The existing continual
learning (CL) methods are usually not directly applicable to robotic settings:
they typically require buffering and a balanced replay of training data. A
few-shot online continual learning (FS-OCL) setting has been proposed to
address more realistic scenarios where robots must learn from a non-repeated
sparse data stream. To enable truly autonomous life-long learning, an
additional challenge of detecting novelties and learning new items without
supervision needs to be addressed. We address this challenge with our new
prototype-based approach called Continually Learning Prototypes (CLP). In
addition to being capable of FS-OCL learning, CLP also detects novel objects
and learns them without supervision. To mitigate forgetting, CLP utilizes a
novel metaplasticity mechanism that adapts the learning rate individually per
prototype. CLP is rehearsal-free, hence does not require a memory buffer, and
is compatible with neuromorphic hardware, characterized by ultra-low power
consumption, real-time processing abilities, and on-chip learning. Indeed, we
have open-sourced a simple version of CLP in the neuromorphic software
framework Lava, targetting Intel's neuromorphic chip Loihi 2. We evaluate CLP
on a robotic vision dataset, OpenLORIS. In a low-instance FS-OCL scenario, CLP
shows state-of-the-art results. In the open world, CLP detects novelties with
superior precision and recall and learns features of the detected novel classes
without supervision, achieving a strong baseline of 99% base class and 65%/76%
(5-shot/10-shot) novel class accuracy.
",cs.LG cs.CV cs.RO
438813,"McGAN: Generating Manufacturable Designs by Embedding Manufacturing
  Rules into Conditional Generative Adversarial Network","  Generative design (GD) methods aim to automatically generate a wide variety
of designs that satisfy functional or aesthetic design requirements. However,
research to date generally lacks considerations of manufacturability of the
generated designs. To this end, we propose a novel GD approach by using deep
neural networks to encode design for manufacturing (DFM) rules, thereby
modifying part designs to make them manufacturable by a given manufacturing
process. Specifically, a three-step approach is proposed: first, an instance
segmentation method, Mask R-CNN, is used to decompose a part design into
subregions. Second, a conditional generative adversarial neural network (cGAN),
Pix2Pix, transforms unmanufacturable decomposed subregions into manufacturable
subregions. The transformed subregions of designs are subsequently reintegrated
into a unified manufacturable design. These three steps, Mask-RCNN, Pix2Pix,
and reintegration, form the basis of the proposed Manufacturable conditional
GAN (McGAN) framework. Experimental results show that McGAN can transform
existing unmanufacturable designs to generate their corresponding
manufacturable counterparts automatically that realize the specified
manufacturing rules in an efficient and robust manner. The effectiveness of
McGAN is demonstrated through two-dimensional design case studies of an
injection molding process.
",cs.CV
410797,Steganalysis on Digital Watermarking: Is Your Defense Truly Impervious?,"  Digital watermarking techniques are crucial for copyright protection and
source identification of images, especially in the era of generative AI models.
However, many existing watermarking methods, particularly content-agnostic
approaches that embed fixed patterns regardless of image content, are
vulnerable to steganalysis attacks that can extract and remove the watermark
with minimal perceptual distortion. In this work, we categorize watermarking
algorithms into content-adaptive and content-agnostic ones, and demonstrate how
averaging a collection of watermarked images could reveal the underlying
watermark pattern. We then leverage this extracted pattern for effective
watermark removal under both graybox and blackbox settings, even when the
collection contains multiple watermark patterns. For some algorithms like
Tree-Ring watermarks, the extracted pattern can also forge convincing
watermarks on clean images. Our quantitative and qualitative evaluations across
twelve watermarking methods highlight the threat posed by steganalysis to
content-agnostic watermarks and the importance of designing watermarking
techniques resilient to such analytical attacks. We propose security guidelines
calling for using content-adaptive watermarking strategies and performing
security evaluation against steganalysis. We also suggest multi-key assignments
as potential mitigations against steganalysis vulnerabilities.
",cs.CV
218322,Knowing Where to Focus: Event-aware Transformer for Video Grounding,"  Recent DETR-based video grounding models have made the model directly predict
moment timestamps without any hand-crafted components, such as a pre-defined
proposal or non-maximum suppression, by learning moment queries. However, their
input-agnostic moment queries inevitably overlook an intrinsic temporal
structure of a video, providing limited positional information. In this paper,
we formulate an event-aware dynamic moment query to enable the model to take
the input-specific content and positional information of the video into
account. To this end, we present two levels of reasoning: 1) Event reasoning
that captures distinctive event units constituting a given video using a slot
attention mechanism; and 2) moment reasoning that fuses the moment queries with
a given sentence through a gated fusion transformer layer and learns
interactions between the moment queries and video-sentence representations to
predict moment timestamps. Extensive experiments demonstrate the effectiveness
and efficiency of the event-aware dynamic moment queries, outperforming
state-of-the-art approaches on several video grounding benchmarks.
",cs.CV cs.LG
351851,YOLOv9 for Fracture Detection in Pediatric Wrist Trauma X-ray Images,"  The introduction of YOLOv9, the latest version of the You Only Look Once
(YOLO) series, has led to its widespread adoption across various scenarios.
This paper is the first to apply the YOLOv9 algorithm model to the fracture
detection task as computer-assisted diagnosis (CAD) to help radiologists and
surgeons to interpret X-ray images. Specifically, this paper trained the model
on the GRAZPEDWRI-DX dataset and extended the training set using data
augmentation techniques to improve the model performance. Experimental results
demonstrate that compared to the mAP 50-95 of the current state-of-the-art
(SOTA) model, the YOLOv9 model increased the value from 42.16% to 43.73%, with
an improvement of 3.7%. The implementation code is publicly available at
https://github.com/RuiyangJu/YOLOv9-Fracture-Detection.
",eess.IV cs.CV
279214,"Investigating Weight-Perturbed Deep Neural Networks With Application in
  Iris Presentation Attack Detection","  Deep neural networks (DNNs) exhibit superior performance in various machine
learning tasks, e.g., image classification, speech recognition, biometric
recognition, object detection, etc. However, it is essential to analyze their
sensitivity to parameter perturbations before deploying them in real-world
applications. In this work, we assess the sensitivity of DNNs against
perturbations to their weight and bias parameters. The sensitivity analysis
involves three DNN architectures (VGG, ResNet, and DenseNet), three types of
parameter perturbations (Gaussian noise, weight zeroing, and weight scaling),
and two settings (entire network and layer-wise). We perform experiments in the
context of iris presentation attack detection and evaluate on two publicly
available datasets: LivDet-Iris-2017 and LivDet-Iris-2020. Based on the
sensitivity analysis, we propose improved models simply by perturbing
parameters of the network without undergoing training. We further combine these
perturbed models at the score-level and at the parameter-level to improve the
performance over the original model. The ensemble at the parameter-level shows
an average improvement of 43.58% on the LivDet-Iris-2017 dataset and 9.25% on
the LivDet-Iris-2020 dataset. The source code is available at
https://github.com/redwankarimsony/WeightPerturbation-MSU.
",cs.CV
302474,"One Model to Rule them All: Towards Universal Segmentation for Medical
  Images with Text Prompts","  In this study, we aim to build up a model that can Segment Anything in
radiology scans, driven by Text prompts, termed as SAT. Our main contributions
are three folds: (i) for dataset construction, we construct the first
multi-modal knowledge tree on human anatomy, including 6502 anatomical
terminologies; Then we build up the largest and most comprehensive segmentation
dataset for training, by collecting over 22K 3D medical image scans from 72
segmentation datasets, across 497 classes, with careful standardization on both
image scans and label space; (ii) for architecture design, we propose to inject
medical knowledge into a text encoder via contrastive learning, and then
formulate a universal segmentation model, that can be prompted by feeding in
medical terminologies in text form; (iii) As a result, we have trained SAT-Nano
(110M parameters) and SAT-Pro (447M parameters), demonstrating comparable
performance to 72 specialist nnU-Nets trained on each dataset/subsets. We
validate SAT as a foundational segmentation model, with better generalization
ability on external (unseen) datasets, and can be further improved on specific
tasks after fine-tuning adaptation. Comparing with interactive segmentation
model, for example, MedSAM, segmentation model prompted by text enables
superior performance, scalability and robustness. As a use case, we demonstrate
that SAT can act as a powerful out-of-the-box agent for large language models,
enabling visual grounding in clinical procedures such as report generation. All
the data, codes, and models in this work have been released.
",eess.IV cs.CV
300334,"GroundVLP: Harnessing Zero-shot Visual Grounding from Vision-Language
  Pre-training and Open-Vocabulary Object Detection","  Visual grounding, a crucial vision-language task involving the understanding
of the visual context based on the query expression, necessitates the model to
capture the interactions between objects, as well as various spatial and
attribute information. However, the annotation data of visual grounding task is
limited due to its time-consuming and labor-intensive annotation process,
resulting in the trained models being constrained from generalizing its
capability to a broader domain. To address this challenge, we propose
GroundVLP, a simple yet effective zero-shot method that harnesses visual
grounding ability from the existing models trained from image-text pairs and
pure object detection data, both of which are more conveniently obtainable and
offer a broader domain compared to visual grounding annotation data. GroundVLP
proposes a fusion mechanism that combines the heatmap from GradCAM and the
object proposals of open-vocabulary detectors. We demonstrate that the proposed
method significantly outperforms other zero-shot methods on RefCOCO/+/g
datasets, surpassing prior zero-shot state-of-the-art by approximately 28\% on
the test split of RefCOCO and RefCOCO+. Furthermore, GroundVLP performs
comparably to or even better than some non-VLP-based supervised models on the
Flickr30k entities dataset. Our code is available at
https://github.com/om-ai-lab/GroundVLP.
",cs.CV
373037,S3R-Net: A Single-Stage Approach to Self-Supervised Shadow Removal,"  In this paper we present S3R-Net, the Self-Supervised Shadow Removal Network.
The two-branch WGAN model achieves self-supervision relying on the
unify-and-adaptphenomenon - it unifies the style of the output data and infers
its characteristics from a database of unaligned shadow-free reference images.
This approach stands in contrast to the large body of supervised frameworks.
S3R-Net also differentiates itself from the few existing self-supervised models
operating in a cycle-consistent manner, as it is a non-cyclic, unidirectional
solution. The proposed framework achieves comparable numerical scores to recent
selfsupervised shadow removal models while exhibiting superior qualitative
performance and keeping the computational cost low.
",cs.CV cs.GR
236260,"M3Dsynth: A dataset of medical 3D images with AI-generated local
  manipulations","  The ability to detect manipulated visual content is becoming increasingly
important in many application fields, given the rapid advances in image
synthesis methods. Of particular concern is the possibility of modifying the
content of medical images, altering the resulting diagnoses. Despite its
relevance, this issue has received limited attention from the research
community. One reason is the lack of large and curated datasets to use for
development and benchmarking purposes. Here, we investigate this issue and
propose M3Dsynth, a large dataset of manipulated Computed Tomography (CT) lung
images. We create manipulated images by injecting or removing lung cancer
nodules in real CT scans, using three different methods based on Generative
Adversarial Networks (GAN) or Diffusion Models (DM), for a total of 8,577
manipulated samples. Experiments show that these images easily fool automated
diagnostic tools. We also tested several state-of-the-art forensic detectors
and demonstrated that, once trained on the proposed dataset, they are able to
accurately detect and localize manipulated synthetic content, even when
training and test sets are not aligned, showing good generalization ability.
Dataset and code are publicly available at
https://grip-unina.github.io/M3Dsynth/.
",eess.IV cs.CV
184525,iSLAM: Imperative SLAM,"  Simultaneous Localization and Mapping (SLAM) stands as one of the critical
challenges in robot navigation. A SLAM system often consists of a front-end
component for motion estimation and a back-end system for eliminating
estimation drifts. Recent advancements suggest that data-driven methods are
highly effective for front-end tasks, while geometry-based methods continue to
be essential in the back-end processes. However, such a decoupled paradigm
between the data-driven front-end and geometry-based back-end can lead to
sub-optimal performance, consequently reducing the system's capabilities and
generalization potential. To solve this problem, we proposed a novel
self-supervised imperative learning framework, named imperative SLAM (iSLAM),
which fosters reciprocal correction between the front-end and back-end, thus
enhancing performance without necessitating any external supervision.
Specifically, we formulate the SLAM problem as a bilevel optimization so that
the front-end and back-end are bidirectionally connected. As a result, the
front-end model can learn global geometric knowledge obtained through pose
graph optimization by back-propagating the residuals from the back-end
component. We showcase the effectiveness of this new framework through an
application of stereo-inertial SLAM. The experiments show that the iSLAM
training strategy achieves an accuracy improvement of 22% on average over a
baseline model. To the best of our knowledge, iSLAM is the first SLAM system
showing that the front-end and back-end components can mutually correct each
other in a self-supervised manner.
",cs.RO cs.CV
57111,"Improving saliency models' predictions of the next fixation with humans'
  intrinsic cost of gaze shifts","  The human prioritization of image regions can be modeled in a time invariant
fashion with saliency maps or sequentially with scanpath models. However, while
both types of models have steadily improved on several benchmarks and datasets,
there is still a considerable gap in predicting human gaze. Here, we leverage
two recent developments to reduce this gap: theoretical analyses establishing a
principled framework for predicting the next gaze target and the empirical
measurement of the human cost for gaze switches independently of image content.
We introduce an algorithm in the framework of sequential decision making, which
converts any static saliency map into a sequence of dynamic history-dependent
value maps, which are recomputed after each gaze shift. These maps are based on
1) a saliency map provided by an arbitrary saliency model, 2) the recently
measured human cost function quantifying preferences in magnitude and direction
of eye movements, and 3) a sequential exploration bonus, which changes with
each subsequent gaze shift. The parameters of the spatial extent and temporal
decay of this exploration bonus are estimated from human gaze data. The
relative contributions of these three components were optimized on the MIT1003
dataset for the NSS score and are sufficient to significantly outperform
predictions of the next gaze target on NSS and AUC scores for five state of the
art saliency models on three image data sets. Thus, we provide an
implementation of human gaze preferences, which can be used to improve
arbitrary saliency models' predictions of humans' next gaze targets.
",cs.CV
10623,Deep Weakly-Supervised Domain Adaptation for Pain Localization in Videos,"  Automatic pain assessment has an important potential diagnostic value for
populations that are incapable of articulating their pain experiences. As one
of the dominating nonverbal channels for eliciting pain expression events,
facial expressions has been widely investigated for estimating the pain
intensity of individual. However, using state-of-the-art deep learning (DL)
models in real-world pain estimation applications poses several challenges
related to the subjective variations of facial expressions, operational capture
conditions, and lack of representative training videos with labels. Given the
cost of annotating intensity levels for every video frame, we propose a
weakly-supervised domain adaptation (WSDA) technique that allows for training
3D CNNs for spatio-temporal pain intensity estimation using weakly labeled
videos, where labels are provided on a periodic basis. In particular, WSDA
integrates multiple instance learning into an adversarial deep domain
adaptation framework to train an Inflated 3D-CNN (I3D) model such that it can
accurately estimate pain intensities in the target operational domain. The
training process relies on weak target loss, along with domain loss and source
loss for domain adaptation of the I3D model. Experimental results obtained
using labeled source domain RECOLA videos and weakly-labeled target domain
UNBC-McMaster videos indicate that the proposed deep WSDA approach can achieve
significantly higher level of sequence (bag)-level and frame (instance)-level
pain localization accuracy than related state-of-the-art approaches.
",cs.CV
303460,"From Text to Pixels: A Context-Aware Semantic Synergy Solution for
  Infrared and Visible Image Fusion","  With the rapid progression of deep learning technologies, multi-modality
image fusion has become increasingly prevalent in object detection tasks.
Despite its popularity, the inherent disparities in how different sources
depict scene content make fusion a challenging problem. Current fusion
methodologies identify shared characteristics between the two modalities and
integrate them within this shared domain using either iterative optimization or
deep learning architectures, which often neglect the intricate semantic
relationships between modalities, resulting in a superficial understanding of
inter-modal connections and, consequently, suboptimal fusion outcomes. To
address this, we introduce a text-guided multi-modality image fusion method
that leverages the high-level semantics from textual descriptions to integrate
semantics from infrared and visible images. This method capitalizes on the
complementary characteristics of diverse modalities, bolstering both the
accuracy and robustness of object detection. The codebook is utilized to
enhance a streamlined and concise depiction of the fused intra- and
inter-domain dynamics, fine-tuned for optimal performance in detection tasks.
We present a bilevel optimization strategy that establishes a nexus between the
joint problem of fusion and detection, optimizing both processes concurrently.
Furthermore, we introduce the first dataset of paired infrared and visible
images accompanied by text prompts, paving the way for future research.
Extensive experiments on several datasets demonstrate that our method not only
produces visually superior fusion results but also achieves a higher detection
mAP over existing methods, achieving state-of-the-art results.
",cs.CV
467346,A Latent Implicit 3D Shape Model for Multiple Levels of Detail,"  Implicit neural representations map a shape-specific latent code and a 3D
coordinate to its corresponding signed distance (SDF) value. However, this
approach only offers a single level of detail. Emulating low levels of detail
can be achieved with shallow networks, but the generated shapes are typically
not smooth. Alternatively, some network designs offer multiple levels of
detail, but are limited to overfitting a single object.
  To address this, we propose a new shape modeling approach, which enables
multiple levels of detail and guarantees a smooth surface at each level. At the
core, we introduce a novel latent conditioning for a multiscale and
bandwith-limited neural architecture. This results in a deep parameterization
of multiple shapes, where early layers quickly output approximated SDF values.
This allows to balance speed and accuracy within a single network and enhance
the efficiency of implicit scene rendering. We demonstrate that by limiting the
bandwidth of the network, we can maintain smooth surfaces across all levels of
detail. At finer levels, reconstruction quality is on par with the state of the
art models, which are limited to a single level of detail.
",cs.CV
66168,Adversarial Color Film: Effective Physical-World Attack to DNNs,"  It is well known that the performance of deep neural networks (DNNs) is
susceptible to subtle interference. So far, camera-based physical adversarial
attacks haven't gotten much attention, but it is the vacancy of physical
attack. In this paper, we propose a simple and efficient camera-based physical
attack called Adversarial Color Film (AdvCF), which manipulates the physical
parameters of color film to perform attacks. Carefully designed experiments
show the effectiveness of the proposed method in both digital and physical
environments. In addition, experimental results show that the adversarial
samples generated by AdvCF have excellent performance in attack
transferability, which enables AdvCF effective black-box attacks. At the same
time, we give the guidance of defense against AdvCF by means of adversarial
training. Finally, we look into AdvCF's threat to future vision-based systems
and propose some promising mentality for camera-based physical attacks.
",cs.CV
473969,"Deep Learning-Based Detection of Referable Diabetic Retinopathy and
  Macular Edema Using Ultra-Widefield Fundus Imaging","  Diabetic retinopathy and diabetic macular edema are significant complications
of diabetes that can lead to vision loss. Early detection through
ultra-widefield fundus imaging enhances patient outcomes but presents
challenges in image quality and analysis scale. This paper introduces deep
learning solutions for automated UWF image analysis within the framework of the
MICCAI 2024 UWF4DR challenge. We detail methods and results across three tasks:
image quality assessment, detection of referable DR, and identification of DME.
Employing advanced convolutional neural network architectures such as
EfficientNet and ResNet, along with preprocessing and augmentation strategies,
our models demonstrate robust performance in these tasks. Results indicate that
deep learning can significantly aid in the automated analysis of UWF images,
potentially improving the efficiency and accuracy of DR and DME detection in
clinical settings.
",eess.IV cs.CV cs.LG
147905,"Analysis of Tomographic Reconstruction of 2D Images using the
  Distribution of Unknown Projection Angles","  It is well known that a band-limited signal can be reconstructed from its
uniformly spaced samples if the sampling rate is sufficiently high. More
recently, it has been proved that one can reconstruct a 1D band-limited signal
even if the exact sample locations are unknown, but given just the distribution
of the sample locations and their ordering in 1D. In this work, we extend the
analytical bounds on the reconstruction error in such scenarios for
quasi-bandlimited signals. We also prove that the method for such a
reconstruction is resilient to a certain proportion of errors in the
specification of the sample location ordering. We then express the problem of
tomographic reconstruction of 2D images from 1D Radon projections under unknown
angles with known angle distribution, as a special case for reconstruction of
quasi-bandlimited signals from samples at unknown locations with known
distribution. Building upon our theoretical background, we present asymptotic
bounds for 2D quasi-bandlimited image reconstruction from 1D Radon projections
in the unknown angles setting, which commonly occurs in cryo-electron
microscopy (cryo-EM). To the best of our knowledge, this is the first piece of
work to perform such an analysis for 2D cryo-EM, even though the associated
reconstruction algorithms have been known for a long time.
",cs.CV
93944,"Resolving Task Confusion in Dynamic Expansion Architectures for Class
  Incremental Learning","  The dynamic expansion architecture is becoming popular in class incremental
learning, mainly due to its advantages in alleviating catastrophic forgetting.
However, task confusion is not well assessed within this framework, e.g., the
discrepancy between classes of different tasks is not well learned (i.e.,
inter-task confusion, ITC), and certain priority is still given to the latest
class batch (i.e., old-new confusion, ONC). We empirically validate the side
effects of the two types of confusion. Meanwhile, a novel solution called Task
Correlated Incremental Learning (TCIL) is proposed to encourage discriminative
and fair feature utilization across tasks. TCIL performs a multi-level
knowledge distillation to propagate knowledge learned from old tasks to the new
one. It establishes information flow paths at both feature and logit levels,
enabling the learning to be aware of old classes. Besides, attention mechanism
and classifier re-scoring are applied to generate more fair classification
scores. We conduct extensive experiments on CIFAR100 and ImageNet100 datasets.
The results demonstrate that TCIL consistently achieves state-of-the-art
accuracy. It mitigates both ITC and ONC, while showing advantages in battle
with catastrophic forgetting even no rehearsal memory is reserved.
",cs.CV cs.LG
361447,"Transformer based Pluralistic Image Completion with Reduced Information
  Loss","  Transformer based methods have achieved great success in image inpainting
recently. However, we find that these solutions regard each pixel as a token,
thus suffering from an information loss issue from two aspects: 1) They
downsample the input image into much lower resolutions for efficiency
consideration. 2) They quantize $256^3$ RGB values to a small number (such as
512) of quantized color values. The indices of quantized pixels are used as
tokens for the inputs and prediction targets of the transformer. To mitigate
these issues, we propose a new transformer based framework called ""PUT"".
Specifically, to avoid input downsampling while maintaining computation
efficiency, we design a patch-based auto-encoder P-VQVAE. The encoder converts
the masked image into non-overlapped patch tokens and the decoder recovers the
masked regions from the inpainted tokens while keeping the unmasked regions
unchanged. To eliminate the information loss caused by input quantization, an
Un-quantized Transformer is applied. It directly takes features from the
P-VQVAE encoder as input without any quantization and only regards the
quantized tokens as prediction targets. Furthermore, to make the inpainting
process more controllable, we introduce semantic and structural conditions as
extra guidance. Extensive experiments show that our method greatly outperforms
existing transformer based methods on image fidelity and achieves much higher
diversity and better fidelity than state-of-the-art pluralistic inpainting
methods on complex large-scale datasets (e.g., ImageNet). Codes are available
at https://github.com/liuqk3/PUT.
",cs.CV
343600,Towards Calibrated Deep Clustering Network,"  Deep clustering has exhibited remarkable performance; however, the
over-confidence problem, i.e., the estimated confidence for a sample belonging
to a particular cluster greatly exceeds its actual prediction accuracy, has
been overlooked in prior research. To tackle this critical issue, we pioneer
the development of a calibrated deep clustering framework. Specifically, we
propose a novel dual-head (calibration head and clustering head) deep
clustering model that can effectively calibrate the estimated confidence and
the actual accuracy. The calibration head adjusts the overconfident predictions
of the clustering head, generating prediction confidence that match the model
learning status. Then, the clustering head dynamically select reliable
high-confidence samples estimated by the calibration head for pseudo-label
self-training. Additionally, we introduce an effective network initialization
strategy that enhances both training speed and network robustness. The
effectiveness of the proposed calibration approach and initialization strategy
are both endorsed with solid theoretical guarantees. Extensive experiments
demonstrate the proposed calibrated deep clustering model not only surpasses
state-of-the-art deep clustering methods by 10 times in terms of expected
calibration error but also significantly outperforms them in terms of
clustering accuracy.
",cs.CV
283775,"Alternate Diverse Teaching for Semi-supervised Medical Image
  Segmentation","  Semi-supervised medical image segmentation studies have shown promise in
training models with limited labeled data. However, current dominant
teacher-student based approaches can suffer from the confirmation bias. To
address this challenge, we propose AD-MT, an alternate diverse teaching
approach in a teacher-student framework. It involves a single student model and
two non-trainable teacher models that are momentum-updated periodically and
randomly in an alternate fashion. To mitigate the confirmation bias from the
diverse supervision, the core of AD-MT lies in two proposed modules: the Random
Periodic Alternate (RPA) Updating Module and the Conflict-Combating Module
(CCM). The RPA schedules the alternating diverse updating process with
complementary data batches, distinct data augmentation, and random switching
periods to encourage diverse reasoning from different teaching perspectives.
The CCM employs an entropy-based ensembling strategy to encourage the model to
learn from both the consistent and conflicting predictions between the
teachers. Experimental results demonstrate the effectiveness and superiority of
our AD-MT on the 2D and 3D medical segmentation benchmarks across various
semi-supervised settings.
",cs.CV
227514,"MedShapeNet -- A Large-Scale Dataset of 3D Medical Shapes for Computer
  Vision","  Prior to the deep learning era, shape was commonly used to describe the
objects. Nowadays, state-of-the-art (SOTA) algorithms in medical imaging are
predominantly diverging from computer vision, where voxel grids, meshes, point
clouds, and implicit surface models are used. This is seen from numerous
shape-related publications in premier vision conferences as well as the growing
popularity of ShapeNet (about 51,300 models) and Princeton ModelNet (127,915
models). For the medical domain, we present a large collection of anatomical
shapes (e.g., bones, organs, vessels) and 3D models of surgical instrument,
called MedShapeNet, created to facilitate the translation of data-driven vision
algorithms to medical applications and to adapt SOTA vision algorithms to
medical problems. As a unique feature, we directly model the majority of shapes
on the imaging data of real patients. As of today, MedShapeNet includes 23
dataset with more than 100,000 shapes that are paired with annotations (ground
truth). Our data is freely accessible via a web interface and a Python
application programming interface (API) and can be used for discriminative,
reconstructive, and variational benchmarks as well as various applications in
virtual, augmented, or mixed reality, and 3D printing. Exemplary, we present
use cases in the fields of classification of brain tumors, facial and skull
reconstructions, multi-class anatomy completion, education, and 3D printing. In
future, we will extend the data and improve the interfaces. The project pages
are: https://medshapenet.ikim.nrw/ and
https://github.com/Jianningli/medshapenet-feedback
",cs.CV cs.DB cs.LG
114652,"A Simple Zero-shot Prompt Weighting Technique to Improve Prompt
  Ensembling in Text-Image Models","  Contrastively trained text-image models have the remarkable ability to
perform zero-shot classification, that is, classifying previously unseen images
into categories that the model has never been explicitly trained to identify.
However, these zero-shot classifiers need prompt engineering to achieve high
accuracy. Prompt engineering typically requires hand-crafting a set of prompts
for individual downstream tasks. In this work, we aim to automate this prompt
engineering and improve zero-shot accuracy through prompt ensembling. In
particular, we ask ""Given a large pool of prompts, can we automatically score
the prompts and ensemble those that are most suitable for a particular
downstream dataset, without needing access to labeled validation data?"". We
demonstrate that this is possible. In doing so, we identify several pathologies
in a naive prompt scoring method where the score can be easily overconfident
due to biases in pre-training and test data, and we propose a novel prompt
scoring method that corrects for the biases. Using our proposed scoring method
to create a weighted average prompt ensemble, our method outperforms equal
average ensemble, as well as hand-crafted prompts, on ImageNet, 4 of its
variants, and 11 fine-grained classification benchmarks, all while being fully
automatic, optimization-free, and not requiring access to labeled validation
data.
",cs.LG cs.CV stat.ML
248296,NOLA: Compressing LoRA using Linear Combination of Random Basis,"  Fine-tuning Large Language Models (LLMs) and storing them for each downstream
task or domain is impractical because of the massive model size (e.g., 350GB in
GPT-3). Current literature, such as LoRA, showcases the potential of low-rank
modifications to the original weights of an LLM, enabling efficient adaptation
and storage for task-specific models. These methods can reduce the number of
parameters needed to fine-tune an LLM by several orders of magnitude. Yet,
these methods face two primary limitations: (1) the parameter count is
lower-bounded by the rank one decomposition, and (2) the extent of reduction is
heavily influenced by both the model architecture and the chosen rank. We
introduce NOLA, which overcomes the rank one lower bound present in LoRA. It
achieves this by re-parameterizing the low-rank matrices in LoRA using linear
combinations of randomly generated matrices (basis) and optimizing the linear
mixture coefficients only. This approach allows us to decouple the number of
trainable parameters from both the choice of rank and the network architecture.
We present adaptation results using GPT-2, LLaMA-2, and ViT in natural language
and computer vision tasks. NOLA performs as well as LoRA models with much fewer
number of parameters compared to LoRA with rank one, the best compression LoRA
can archive. Particularly, on LLaMA-2 70B, our method is almost 20 times more
compact than the most compressed LoRA without degradation in accuracy. Our code
is available here: https://github.com/UCDvision/NOLA
",cs.CL cs.CV
298760,"Neural feels with neural fields: Visuo-tactile perception for in-hand
  manipulation","  To achieve human-level dexterity, robots must infer spatial awareness from
multimodal sensing to reason over contact interactions. During in-hand
manipulation of novel objects, such spatial awareness involves estimating the
object's pose and shape. The status quo for in-hand perception primarily
employs vision, and restricts to tracking a priori known objects. Moreover,
visual occlusion of objects in-hand is imminent during manipulation, preventing
current systems to push beyond tasks without occlusion. We combine vision and
touch sensing on a multi-fingered hand to estimate an object's pose and shape
during in-hand manipulation. Our method, NeuralFeels, encodes object geometry
by learning a neural field online and jointly tracks it by optimizing a pose
graph problem. We study multimodal in-hand perception in simulation and the
real-world, interacting with different objects via a proprioception-driven
policy. Our experiments show final reconstruction F-scores of $81$% and average
pose drifts of $4.7\,\text{mm}$, further reduced to $2.3\,\text{mm}$ with known
CAD models. Additionally, we observe that under heavy visual occlusion we can
achieve up to $94$% improvements in tracking compared to vision-only methods.
Our results demonstrate that touch, at the very least, refines and, at the very
best, disambiguates visual estimates during in-hand manipulation. We release
our evaluation dataset of 70 experiments, FeelSight, as a step towards
benchmarking in this domain. Our neural representation driven by multimodal
sensing can serve as a perception backbone towards advancing robot dexterity.
Videos can be found on our project website
https://suddhu.github.io/neural-feels/
",cs.RO cs.CV cs.LG
117058,"Transformer-based Generative Adversarial Networks in Computer Vision: A
  Comprehensive Survey","  Generative Adversarial Networks (GANs) have been very successful for
synthesizing the images in a given dataset. The artificially generated images
by GANs are very realistic. The GANs have shown potential usability in several
computer vision applications, including image generation, image-to-image
translation, video synthesis, and others. Conventionally, the generator network
is the backbone of GANs, which generates the samples and the discriminator
network is used to facilitate the training of the generator network. The
discriminator network is usually a Convolutional Neural Network (CNN). Whereas,
the generator network is usually either an Up-CNN for image generation or an
Encoder-Decoder network for image-to-image translation. The convolution-based
networks exploit the local relationship in a layer, which requires the deep
networks to extract the abstract features. Hence, CNNs suffer to exploit the
global relationship in the feature space. However, recently developed
Transformer networks are able to exploit the global relationship at every
layer. The Transformer networks have shown tremendous performance improvement
for several problems in computer vision. Motivated from the success of
Transformer networks and GANs, recent works have tried to exploit the
Transformers in GAN framework for the image/video synthesis. This paper
presents a comprehensive survey on the developments and advancements in GANs
utilizing the Transformer networks for computer vision applications. The
performance comparison for several applications on benchmark datasets is also
performed and analyzed. The conducted survey will be very useful to deep
learning and computer vision community to understand the research trends \&
gaps related with Transformer-based GANs and to develop the advanced GAN
architectures by exploiting the global and local relationships for different
applications.
",cs.CV eess.IV
