,title,abstract,categories
53978,Reinforcement Learning for Economic Policy: A New Frontier?,"  Agent-based computational economics is a field with a rich academic history,
yet one which has struggled to enter mainstream policy design toolboxes,
plagued by the challenges associated with representing a complex and dynamic
reality. The field of Reinforcement Learning (RL), too, has a rich history, and
has recently been at the centre of several exponential developments. Modern RL
implementations have been able to achieve unprecedented levels of
sophistication, handling previously unthinkable degrees of complexity. This
review surveys the historical barriers of classical agent-based techniques in
economic modelling, and contemplates whether recent developments in RL can
overcome any of them.
",cs.LG cs.AI cs.MA econ.GN q-fin.EC
399748,"Multiscale Spatio-Temporal Enhanced Short-term Load Forecasting of
  Electric Vehicle Charging Stations","  The rapid expansion of electric vehicles (EVs) has rendered the load
forecasting of electric vehicle charging stations (EVCS) increasingly critical.
The primary challenge in achieving precise load forecasting for EVCS lies in
accounting for the nonlinear of charging behaviors, the spatial interactions
among different stations, and the intricate temporal variations in usage
patterns. To address these challenges, we propose a Multiscale Spatio-Temporal
Enhanced Model (MSTEM) for effective load forecasting at EVCS. MSTEM
incorporates a multiscale graph neural network to discern hierarchical
nonlinear temporal dependencies across various time scales. Besides, it also
integrates a recurrent learning component and a residual fusion mechanism,
enhancing its capability to accurately capture spatial and temporal variations
in charging patterns. The effectiveness of the proposed MSTEM has been
validated through comparative analysis with six baseline models using three
evaluation metrics. The case studies utilize real-world datasets for both fast
and slow charging loads at EVCS in Perth, UK. The experimental results
demonstrate the superiority of MSTEM in short-term continuous load forecasting
for EVCS.
",eess.SY cs.AI cs.LG cs.SY
256603,"Greedy Perspectives: Multi-Drone View Planning for Collaborative
  Perception in Cluttered Environments","  Deployment of teams of aerial robots could enable large-scale filming of
dynamic groups of people (actors) in complex environments for applications in
areas such as team sports and cinematography. Toward this end, methods for
submodular maximization via sequential greedy planning can enable scalable
optimization of camera views across teams of robots but face challenges with
efficient coordination in cluttered environments. Obstacles can produce
occlusions and increase chances of inter-robot collision which can violate
requirements for near-optimality guarantees. To coordinate teams of aerial
robots in filming groups of people in dense environments, a more general
view-planning approach is required. We explore how collision and occlusion
impact performance in filming applications through the development of a
multi-robot multi-actor view planner with an occlusion-aware objective for
filming groups of people and compare with a formation planner and a greedy
planner that ignores inter-robot collisions. We evaluate our approach based on
five test environments and complex multi-actor behaviors. Compared with a
formation planner, our sequential planner generates 14% greater view reward for
filming the actors in three scenarios and comparable performance to formation
planning on two others. We also observe near identical view rewards for
sequential planning both with and without inter-robot collision constraints
which indicates that robots are able to avoid collisions without impairing
performance in the perception task. Overall, we demonstrate effective
coordination of teams of aerial robots in environments cluttered with obstacles
that may cause collisions or occlusions and for filming groups that may split,
merge, or spread apart.
",cs.RO cs.AI
175692,"FERN: Leveraging Graph Attention Networks for Failure Evaluation and
  Robust Network Design","  Robust network design, which aims to guarantee network availability under
various failure scenarios while optimizing performance/cost objectives, has
received significant attention. Existing approaches often rely on model-based
mixed-integer optimization that is hard to scale or employ deep learning to
solve specific engineering problems yet with limited generalizability. In this
paper, we show that failure evaluation provides a common kernel to improve the
tractability and scalability of existing solutions. By providing a neural
network function approximation of this common kernel using graph attention
networks, we develop a unified learning-based framework, FERN, for scalable
Failure Evaluation and Robust Network design. FERN represents rich problem
inputs as a graph and captures both local and global views by attentively
performing feature extraction from the graph. It enables a broad range of
robust network design problems, including robust network validation, network
upgrade optimization, and fault-tolerant traffic engineering that are discussed
in this paper, to be recasted with respect to the common kernel and thus
computed efficiently using neural networks and over a small set of critical
failure scenarios. Extensive experiments on real-world network topologies show
that FERN can efficiently and accurately identify key failure scenarios for
both OSPF and optimal routing scheme, and generalizes well to different
topologies and input traffic patterns. It can speed up multiple robust network
design problems by more than 80x, 200x, 10x, respectively with negligible
performance gap.
",cs.NI cs.AI
375675,"Generate-on-Graph: Treat LLM as both Agent and KG in Incomplete
  Knowledge Graph Question Answering","  To address the issues of insufficient knowledge and hallucination in Large
Language Models (LLMs), numerous studies have explored integrating LLMs with
Knowledge Graphs (KGs). However, these methods are typically evaluated on
conventional Knowledge Graph Question Answering (KGQA) with complete KGs, where
all factual triples required for each question are entirely covered by the
given KG. In such cases, LLMs primarily act as an agent to find answer entities
within the KG, rather than effectively integrating the internal knowledge of
LLMs and external knowledge sources such as KGs. In fact, KGs are often
incomplete to cover all the knowledge required to answer questions. To simulate
these real-world scenarios and evaluate the ability of LLMs to integrate
internal and external knowledge, we propose leveraging LLMs for QA under
Incomplete Knowledge Graph (IKGQA), where the provided KG lacks some of the
factual triples for each question, and construct corresponding datasets. To
handle IKGQA, we propose a training-free method called Generate-on-Graph (GoG),
which can generate new factual triples while exploring KGs. Specifically, GoG
performs reasoning through a Thinking-Searching-Generating framework, which
treats LLM as both Agent and KG in IKGQA. Experimental results on two datasets
demonstrate that our GoG outperforms all previous methods.
",cs.CL cs.AI
496724,"Retrieval Augmented Diffusion Model for Structure-informed Antibody
  Design and Optimization","  Antibodies are essential proteins responsible for immune responses in
organisms, capable of specifically recognizing antigen molecules of pathogens.
Recent advances in generative models have significantly enhanced rational
antibody design. However, existing methods mainly create antibodies from
scratch without template constraints, leading to model optimization challenges
and unnatural sequences. To address these issues, we propose a
retrieval-augmented diffusion framework, termed RADAb, for efficient antibody
design. Our method leverages a set of structural homologous motifs that align
with query structural constraints to guide the generative model in inversely
optimizing antibodies according to desired design criteria. Specifically, we
introduce a structure-informed retrieval mechanism that integrates these
exemplar motifs with the input backbone through a novel dual-branch denoising
module, utilizing both structural and evolutionary information. Additionally,
we develop a conditional diffusion model that iteratively refines the
optimization process by incorporating both global context and local
evolutionary conditions. Our approach is agnostic to the choice of generative
models. Empirical experiments demonstrate that our method achieves
state-of-the-art performance in multiple antibody inverse folding and
optimization tasks, offering a new perspective on biomolecular generative
models.
",cs.AI
232809,"Connecting NTK and NNGP: A Unified Theoretical Framework for Neural
  Network Learning Dynamics in the Kernel Regime","  Artificial neural networks have revolutionized machine learning in recent
years, but a complete theoretical framework for their learning process is still
lacking. Substantial progress has been made for infinitely wide networks. In
this regime, two disparate theoretical frameworks have been used, in which the
network's output is described using kernels: one framework is based on the
Neural Tangent Kernel (NTK) which assumes linearized gradient descent dynamics,
while the Neural Network Gaussian Process (NNGP) kernel assumes a Bayesian
framework. However, the relation between these two frameworks has remained
elusive. This work unifies these two distinct theories using a Markov proximal
learning model for learning dynamics in an ensemble of randomly initialized
infinitely wide deep networks. We derive an exact analytical expression for the
network input-output function during and after learning, and introduce a new
time-dependent Neural Dynamical Kernel (NDK) from which both NTK and NNGP
kernels can be derived. We identify two learning phases characterized by
different time scales: gradient-driven and diffusive learning. In the initial
gradient-driven learning phase, the dynamics is dominated by deterministic
gradient descent, and is described by the NTK theory. This phase is followed by
the diffusive learning stage, during which the network parameters sample the
solution space, ultimately approaching the equilibrium distribution
corresponding to NNGP. Combined with numerical evaluations on synthetic and
benchmark datasets, we provide novel insights into the different roles of
initialization, regularization, and network depth, as well as phenomena such as
early stopping and representational drift. This work closes the gap between the
NTK and NNGP theories, providing a comprehensive framework for understanding
the learning process of deep neural networks in the infinite width limit.
",cs.LG cond-mat.dis-nn cs.AI
218197,"Approximate and Weighted Data Reconstruction Attack in Federated
  Learning","  Federated Learning (FL) is a distributed learning paradigm that enables
multiple clients to collaborate on building a machine learning model without
sharing their private data. Although FL is considered privacy-preserved by
design, recent data reconstruction attacks demonstrate that an attacker can
recover clients' training data based on the parameters shared in FL. However,
most existing methods fail to attack the most widely used horizontal Federated
Averaging (FedAvg) scenario, where clients share model parameters after
multiple local training steps. To tackle this issue, we propose an
interpolation-based approximation method, which makes attacking FedAvg
scenarios feasible by generating the intermediate model updates of the clients'
local training processes. Then, we design a layer-wise weighted loss function
to improve the data quality of reconstruction. We assign different weights to
model updates in different layers concerning the neural network structure, with
the weights tuned by Bayesian optimization. Finally, experimental results
validate the superiority of our proposed approximate and weighted attack (AWA)
method over the other state-of-the-art methods, as demonstrated by the
substantial improvement in different evaluation metrics for image data
reconstructions.
",cs.LG cs.AI cs.CR math.OC
335151,"Partial Search in a Frozen Network is Enough to Find a Strong Lottery
  Ticket","  Randomly initialized dense networks contain subnetworks that achieve high
accuracy without weight learning -- strong lottery tickets (SLTs). Recently,
Gadhikar et al. (2023) demonstrated that SLTs can also be found within a
randomly pruned source network, thus reducing the SLT search space. However,
this limits the search to SLTs that are even sparser than the source, leading
to worse accuracy due to unintentionally high sparsity. This paper proposes a
method that reduces the SLT search space by an arbitrary ratio independent of
the desired SLT sparsity. A random subset of the initial weights is excluded
from the search space by freezing it -- i.e., by either permanently pruning
them or locking them as a fixed part of the SLT. In addition to reducing search
space, the proposed random freezing can also provide the benefit of reducing
the model size for inference. Furthermore, experimental results show that the
proposed method finds SLTs with better accuracy-to-model size trade-off than
the SLTs obtained from dense or randomly pruned source networks. In particular,
the SLTs found in Frozen ResNets on image classification using ImageNet
significantly improve the accuracy-to-search space and accuracy-to-model size
trade-offs over SLTs within dense (non-freezing) or sparse (non-locking) random
networks.
",cs.LG cs.AI stat.ML
121327,"Imputing Knowledge Tracing Data with Subject-Based Training via LSTM
  Variational Autoencoders Frameworks","  The issue of missing data poses a great challenge on boosting performance and
application of deep learning models in the {\em Knowledge Tracing} (KT)
problem. However, there has been the lack of understanding on the issue in the
literature. %are not sufficient studies tackling this problem. In this work, to
address this challenge, we adopt a subject-based training method to split and
impute data by student IDs instead of row number splitting which we call
non-subject based training. The benefit of subject-based training can retain
the complete sequence for each student and hence achieve efficient training.
Further, we leverage two existing deep generative frameworks, namely
variational Autoencoders (VAE) and Longitudinal Variational Autoencoders (LVAE)
frameworks and build LSTM kernels into them to form LSTM-VAE and LSTM LVAE
(noted as VAE and LVAE for simplicity) models to generate quality data. In
LVAE, a Gaussian Process (GP) model is trained to disentangle the correlation
between the subject (i.e., student) descriptor information (e.g., age, gender)
and the latent space. The paper finally compare the model performance between
training the original data and training the data imputed with generated data
from non-subject based model VAE-NS and subject-based training models (i.e.,
VAE and LVAE). We demonstrate that the generated data from LSTM-VAE and
LSTM-LVAE can boost the original model performance by about 50%. Moreover, the
original model just needs 10% more student data to surpass the original
performance if the prediction model is small and 50\% more data if the
prediction model is large with our proposed frameworks.
",cs.LG cs.AI
412770,"Balancing Rigor and Utility: Mitigating Cognitive Biases in Large
  Language Models for Multiple-Choice Questions","  This paper examines the role of cognitive biases in the decision-making
processes of large language models (LLMs), challenging the conventional goal of
eliminating all biases. We show that certain cognitive biases when properly
balanced, can enhance decision-making efficiency through rational deviations
and heuristic shortcuts. By introducing heuristic moderation and an abstention
option, which allows LLMs to withhold responses when uncertain, we reduce error
rates, improve decision accuracy, and optimize decision rates. Using the
Balance Rigor and Utility (BRU) dataset, developed through expert
collaboration, our findings demonstrate that targeted inspection of cognitive
biases aligns LLM decisions more closely with human reasoning, enhancing
reliability and suggesting strategies for future improvements. This approach
offers a novel way to leverage cognitive biases to improve the practical
utility of LLMs across various applications.
",cs.CL cs.AI
277700,"A Comprehensive Review on Sentiment Analysis: Tasks, Approaches and
  Applications","  Sentiment analysis (SA) is an emerging field in text mining. It is the
process of computationally identifying and categorizing opinions expressed in a
piece of text over different social media platforms. Social media plays an
essential role in knowing the customer mindset towards a product, services, and
the latest market trends. Most organizations depend on the customer's response
and feedback to upgrade their offered products and services. SA or opinion
mining seems to be a promising research area for various domains. It plays a
vital role in analyzing big data generated daily in structured and unstructured
formats over the internet. This survey paper defines sentiment and its recent
research and development in different domains, including voice, images, videos,
and text. The challenges and opportunities of sentiment analysis are also
discussed in the paper.
  \keywords{Sentiment Analysis, Machine Learning, Lexicon-based approach, Deep
Learning, Natural Language Processing}
",cs.AI
478989,DarkSAM: Fooling Segment Anything Model to Segment Nothing,"  Segment Anything Model (SAM) has recently gained much attention for its
outstanding generalization to unseen data and tasks. Despite its promising
prospect, the vulnerabilities of SAM, especially to universal adversarial
perturbation (UAP) have not been thoroughly investigated yet. In this paper, we
propose DarkSAM, the first prompt-free universal attack framework against SAM,
including a semantic decoupling-based spatial attack and a texture
distortion-based frequency attack. We first divide the output of SAM into
foreground and background. Then, we design a shadow target strategy to obtain
the semantic blueprint of the image as the attack target. DarkSAM is dedicated
to fooling SAM by extracting and destroying crucial object features from images
in both spatial and frequency domains. In the spatial domain, we disrupt the
semantics of both the foreground and background in the image to confuse SAM. In
the frequency domain, we further enhance the attack effectiveness by distorting
the high-frequency components (i.e., texture information) of the image.
Consequently, with a single UAP, DarkSAM renders SAM incapable of segmenting
objects across diverse images with varying prompts. Experimental results on
four datasets for SAM and its two variant models demonstrate the powerful
attack capability and transferability of DarkSAM.
",cs.AI
453771,"Perturb-and-Compare Approach for Detecting Out-of-Distribution Samples
  in Constrained Access Environments","  Accessing machine learning models through remote APIs has been gaining
prevalence following the recent trend of scaling up model parameters for
increased performance. Even though these models exhibit remarkable ability,
detecting out-of-distribution (OOD) samples remains a crucial safety concern
for end users as these samples may induce unreliable outputs from the model. In
this work, we propose an OOD detection framework, MixDiff, that is applicable
even when the model's parameters or its activations are not accessible to the
end user. To bypass the access restriction, MixDiff applies an identical
input-level perturbation to a given target sample and a similar in-distribution
(ID) sample, then compares the relative difference in the model outputs of
these two samples. MixDiff is model-agnostic and compatible with existing
output-based OOD detection methods. We provide theoretical analysis to
illustrate MixDiff's effectiveness in discerning OOD samples that induce
overconfident outputs from the model and empirically demonstrate that MixDiff
consistently enhances the OOD detection performance on various datasets in
vision and text domains.
",cs.LG cs.AI stat.ML
299636,"Logic-Scaffolding: Personalized Aspect-Instructed Recommendation
  Explanation Generation using LLMs","  The unique capabilities of Large Language Models (LLMs), such as the natural
language text generation ability, position them as strong candidates for
providing explanation for recommendations. However, despite the size of the
LLM, most existing models struggle to produce zero-shot explanations reliably.
To address this issue, we propose a framework called Logic-Scaffolding, that
combines the ideas of aspect-based explanation and chain-of-thought prompting
to generate explanations through intermediate reasoning steps. In this paper,
we share our experience in building the framework and present an interactive
demonstration for exploring our results.
",cs.AI cs.CL cs.HC
151354,"Using Offline Data to Speed-up Reinforcement Learning in Procedurally
  Generated Environments","  One of the key challenges of Reinforcement Learning (RL) is the ability of
agents to generalise their learned policy to unseen settings. Moreover,
training RL agents requires large numbers of interactions with the environment.
Motivated by the recent success of Offline RL and Imitation Learning (IL), we
conduct a study to investigate whether agents can leverage offline data in the
form of trajectories to improve the sample-efficiency in procedurally generated
environments. We consider two settings of using IL from offline data for RL:
(1) pre-training a policy before online RL training and (2) concurrently
training a policy with online RL and IL from offline data. We analyse the
impact of the quality (optimality of trajectories) and diversity (number of
trajectories and covered level) of available offline trajectories on the
effectiveness of both approaches. Across four well-known sparse reward tasks in
the MiniGrid environment, we find that using IL for pre-training and
concurrently during online RL training both consistently improve the
sample-efficiency while converging to optimal policies. Furthermore, we show
that pre-training a policy from as few as two trajectories can make the
difference between learning an optimal policy at the end of online training and
not learning at all. Our findings motivate the widespread adoption of IL for
pre-training and concurrent IL in procedurally generated environments whenever
offline trajectories are available or can be generated.
",cs.LG cs.AI
179242,"Stochastic Population Update Can Provably Be Helpful in Multi-Objective
  Evolutionary Algorithms","  Evolutionary algorithms (EAs) have been widely and successfully applied to
solve multi-objective optimization problems, due to their nature of
population-based search. Population update, a key component in multi-objective
EAs (MOEAs), is usually performed in a greedy, deterministic manner. That is,
the next-generation population is formed by selecting the best solutions from
the current population and newly-generated solutions (irrespective of the
selection criteria used such as Pareto dominance, crowdedness and indicators).
In this paper, we question this practice. We analytically present that
stochastic population update can be beneficial for the search of MOEAs.
Specifically, we prove that the expected running time of two well-established
MOEAs, SMS-EMOA and NSGA-II, for solving two bi-objective problems,
OneJumpZeroJump and bi-objective RealRoyalRoad, can be exponentially decreased
if replacing its deterministic population update mechanism by a stochastic one.
Empirical studies also verify the effectiveness of the proposed population
update method. This work is an attempt to challenge a common practice in the
design of existing MOEAs. Its positive results, which might hold more
generally, should encourage the exploration of developing new MOEAs in the
area.
",cs.NE cs.AI
345395,"A Data-Driven Two-Phase Multi-Split Causal Ensemble Model for Time
  Series","  Causal inference is a fundamental research topic for discovering the
cause-effect relationships in many disciplines. However, not all algorithms are
equally well-suited for a given dataset. For instance, some approaches may only
be able to identify linear relationships, while others are applicable for
non-linearities. Algorithms further vary in their sensitivity to noise and
their ability to infer causal information from coupled vs. non-coupled time
series. Therefore, different algorithms often generate different causal
relationships for the same input. To achieve a more robust causal inference
result, this publication proposes a novel data-driven two-phase multi-split
causal ensemble model to combine the strengths of different causality base
algorithms. In comparison to existing approaches, the proposed ensemble method
reduces the influence of noise through a data partitioning scheme in the first
phase. To achieve this, the data are initially divided into several partitions
and the base algorithms are applied to each partition. Subsequently, Gaussian
mixture models are used to identify the causal relationships derived from the
different partitions that are likely to be valid. In the second phase, the
identified relationships from each base algorithm are then merged based on
three combination rules. The proposed ensemble approach is evaluated using
multiple metrics, among them a newly developed evaluation index for causal
ensemble approaches. We perform experiments using three synthetic datasets with
different volumes and complexity, which are specifically designed to test
causality detection methods under different circumstances while knowing the
ground truth causal relationships. In these experiments, our causality ensemble
outperforms each of its base algorithms. In practical applications, the use of
the proposed method could hence lead to more robust and reliable causality
results.
",cs.LG cs.AI stat.ME
451541,"IReCa: Intrinsic Reward-enhanced Context-aware Reinforcement Learning
  for Human-AI Coordination","  In human-AI coordination scenarios, human agents usually exhibit asymmetric
behaviors that are significantly sparse and unpredictable compared to those of
AI agents. These characteristics introduce two primary challenges to human-AI
coordination: the effectiveness of obtaining sparse rewards and the efficiency
of training the AI agents. To tackle these challenges, we propose an Intrinsic
Reward-enhanced Context-aware (IReCa) reinforcement learning (RL) algorithm,
which leverages intrinsic rewards to facilitate the acquisition of sparse
rewards and utilizes environmental context to enhance training efficiency. Our
IReCa RL algorithm introduces three unique features: (i) it encourages the
exploration of sparse rewards by incorporating intrinsic rewards that
supplement traditional extrinsic rewards from the environment; (ii) it improves
the acquisition of sparse rewards by prioritizing the corresponding sparse
state-action pairs; and (iii) it enhances the training efficiency by optimizing
the exploration and exploitation through innovative context-aware weights of
extrinsic and intrinsic rewards. Extensive simulations executed in the
Overcooked layouts demonstrate that our IReCa RL algorithm can increase the
accumulated rewards by approximately 20% and reduce the epochs required for
convergence by approximately 67% compared to state-of-the-art baselines.
",cs.AI cs.LG
249360,PeaTMOSS: Mining Pre-Trained Models in Open-Source Software,"  Developing and training deep learning models is expensive, so software
engineers have begun to reuse pre-trained deep learning models (PTMs) and
fine-tune them for downstream tasks. Despite the wide-spread use of PTMs, we
know little about the corresponding software engineering behaviors and
challenges.
  To enable the study of software engineering with PTMs, we present the
PeaTMOSS dataset: Pre-Trained Models in Open-Source Software. PeaTMOSS has
three parts: a snapshot of (1) 281,638 PTMs, (2) 27,270 open-source software
repositories that use PTMs, and (3) a mapping between PTMs and the projects
that use them. We challenge PeaTMOSS miners to discover software engineering
practices around PTMs. A demo and link to the full dataset are available at:
https://github.com/PurdueDualityLab/PeaTMOSS-Demos.
",cs.SE cs.AI
492580,AT-MoE: Adaptive Task-planning Mixture of Experts via LoRA Approach,"  The advent of Large Language Models (LLMs) has ushered in a new era of
artificial intelligence, with the potential to transform various sectors
through automation and insightful analysis. The Mixture of Experts (MoE)
architecture has been proposed as a solution to enhance model performance in
complex tasks. Yet, existing MoE models struggle with task-specific learning
and interpretability, especially in fields like medicine where precision is
critical. This paper introduces the Adaptive Task-planing Mixture of
Experts(AT-MoE), an innovative architecture designed to address these
limitations. We first train task-specific experts via LoRA approach to enhance
problem-solving capabilities and interpretability in specialized areas.
Subsequently, we introduce a layer-wise adaptive grouped routing module that
optimizes module fusion based on complex task instructions, ensuring optimal
task resolution. The grouped routing module first perform overall weight
allocation from the dimension of the expert group, and then conduct local
weight normalization adjustments within the group. This design maintains
multi-dimensional balance, controllability, and interpretability, while
facilitating task-specific fusion in response to complex instructions.
",cs.LG cs.AI cs.CE
291113,Toward Open-ended Embodied Tasks Solving,"  Empowering embodied agents, such as robots, with Artificial Intelligence (AI)
has become increasingly important in recent years. A major challenge is task
open-endedness. In practice, robots often need to perform tasks with novel
goals that are multifaceted, dynamic, lack a definitive ""end-state"", and were
not encountered during training. To tackle this problem, this paper introduces
\textit{Diffusion for Open-ended Goals} (DOG), a novel framework designed to
enable embodied AI to plan and act flexibly and dynamically for open-ended task
goals. DOG synergizes the generative prowess of diffusion models with
state-of-the-art, training-free guidance techniques to adaptively perform
online planning and control. Our evaluations demonstrate that DOG can handle
various kinds of novel task goals not seen during training, in both maze
navigation and robot control problems. Our work sheds light on enhancing
embodied AI's adaptability and competency in tackling open-ended goals.
",cs.AI
497063,"Synthetic Data Generation for Residential Load Patterns via Recurrent
  GAN and Ensemble Method","  Generating synthetic residential load data that can accurately represent
actual electricity consumption patterns is crucial for effective power system
planning and operation. The necessity for synthetic data is underscored by the
inherent challenges associated with using real-world load data, such as privacy
considerations and logistical complexities in large-scale data collection. In
this work, we tackle the above-mentioned challenges by developing the Ensemble
Recurrent Generative Adversarial Network (ERGAN) framework to generate
high-fidelity synthetic residential load data. ERGAN leverages an ensemble of
recurrent Generative Adversarial Networks, augmented by a loss function that
concurrently takes into account adversarial loss and differences between
statistical properties. Our developed ERGAN can capture diverse load patterns
across various households, thereby enhancing the realism and diversity of the
synthetic data generated. Comprehensive evaluations demonstrate that our method
consistently outperforms established benchmarks in the synthetic generation of
residential load data across various performance metrics including diversity,
similarity, and statistical measures. The findings confirm the potential of
ERGAN as an effective tool for energy applications requiring synthetic yet
realistic load data. We also make the generated synthetic residential load
patterns publicly available.
",cs.LG cs.AI
497238,"A Plug-and-Play Fully On-the-Job Real-Time Reinforcement Learning
  Algorithm for a Direct-Drive Tandem-Wing Experiment Platforms Under Multiple
  Random Operating Conditions","  The nonlinear and unstable aerodynamic interference generated by the tandem
wings of such biomimetic systems poses substantial challenges for motion
control, especially under multiple random operating conditions. To address
these challenges, the Concerto Reinforcement Learning Extension (CRL2E)
algorithm has been developed. This plug-and-play, fully on-the-job, real-time
reinforcement learning algorithm incorporates a novel Physics-Inspired
Rule-Based Policy Composer Strategy with a Perturbation Module alongside a
lightweight network optimized for real-time control. To validate the
performance and the rationality of the module design, experiments were
conducted under six challenging operating conditions, comparing seven different
algorithms. The results demonstrate that the CRL2E algorithm achieves safe and
stable training within the first 500 steps, improving tracking accuracy by 14
to 66 times compared to the Soft Actor-Critic, Proximal Policy Optimization,
and Twin Delayed Deep Deterministic Policy Gradient algorithms. Additionally,
CRL2E significantly enhances performance under various random operating
conditions, with improvements in tracking accuracy ranging from 8.3% to 60.4%
compared to the Concerto Reinforcement Learning (CRL) algorithm. The
convergence speed of CRL2E is 36.11% to 57.64% faster than the CRL algorithm
with only the Composer Perturbation and 43.52% to 65.85% faster than the CRL
algorithm when both the Composer Perturbation and Time-Interleaved Capability
Perturbation are introduced, especially in conditions where the standard CRL
struggles to converge. Hardware tests indicate that the optimized lightweight
network structure excels in weight loading and average inference time, meeting
real-time control requirements.
",cs.LG cs.AI cs.RO
114869,"Mixed Multi-Model Semantic Interaction for Graph-based Narrative
  Visualizations","  Narrative sensemaking is an essential part of understanding sequential data.
Narrative maps are a visual representation model that can assist analysts to
understand narratives. In this work, we present a semantic interaction (SI)
framework for narrative maps that can support analysts through their
sensemaking process. In contrast to traditional SI systems which rely on
dimensionality reduction and work on a projection space, our approach has an
additional abstraction layer -- the structure space -- that builds upon the
projection space and encodes the narrative in a discrete structure. This extra
layer introduces additional challenges that must be addressed when integrating
SI with the narrative extraction pipeline. We address these challenges by
presenting the general concept of Mixed Multi-Model Semantic Interaction (3MSI)
-- an SI pipeline, where the highest-level model corresponds to an abstract
discrete structure and the lower-level models are continuous. To evaluate the
performance of our 3MSI models for narrative maps, we present a quantitative
simulation-based evaluation and a qualitative evaluation with case studies and
expert feedback. We find that our SI system can model the analysts' intent and
support incremental formalism for narrative maps.
",cs.HC cs.AI
146676,"Artificial Collective Intelligence Engineering: a Survey of Concepts and
  Perspectives","  Collectiveness is an important property of many systems--both natural and
artificial. By exploiting a large number of individuals, it is often possible
to produce effects that go far beyond the capabilities of the smartest
individuals, or even to produce intelligent collective behaviour out of
not-so-intelligent individuals. Indeed, collective intelligence, namely the
capability of a group to act collectively in a seemingly intelligent way, is
increasingly often a design goal of engineered computational systems--motivated
by recent techno-scientific trends like the Internet of Things, swarm robotics,
and crowd computing, just to name a few. For several years, the collective
intelligence observed in natural and artificial systems has served as a source
of inspiration for engineering ideas, models, and mechanisms. Today, artificial
and computational collective intelligence are recognised research topics,
spanning various techniques, kinds of target systems, and application domains.
However, there is still a lot of fragmentation in the research panorama of the
topic within computer science, and the verticality of most communities and
contributions makes it difficult to extract the core underlying ideas and
frames of reference. The challenge is to identify, place in a common structure,
and ultimately connect the different areas and methods addressing intelligent
collectives. To address this gap, this paper considers a set of broad scoping
questions providing a map of collective intelligence research, mostly by the
point of view of computer scientists and engineers. Accordingly, it covers
preliminary notions, fundamental concepts, and the main research perspectives,
identifying opportunities and challenges for researchers on artificial and
computational collective intelligence engineering.
",cs.AI cs.DC cs.MA cs.SY eess.SY
62759,Bucketized Active Sampling for Learning ACOPF,"  This paper considers optimization proxies for Optimal Power Flow (OPF), i.e.,
machine-learning models that approximate the input/output relationship of OPF.
Recent work has focused on showing that such proxies can be of high fidelity.
However, their training requires significant data, each instance necessitating
the (offline) solving of an OPF. To meet the requirements of market-clearing
applications, this paper proposes Bucketized Active Sampling (BAS), a novel
active learning framework that aims at training the best possible OPF proxy
within a time limit. BAS partitions the input domain into buckets and uses an
acquisition function to determine where to sample next. By applying the same
partitioning to the validation set, BAS leverages labeled validation samples in
the selection of unlabeled samples. BAS also relies on an adaptive learning
rate that increases and decreases over time. Experimental results demonstrate
the benefits of BAS.
",cs.LG cs.AI cs.SY eess.SY math.OC
353229,"Enhancing Formal Theorem Proving: A Comprehensive Dataset for Training
  AI Models on Coq Code","  In the realm of formal theorem proving, the Coq proof assistant stands out
for its rigorous approach to verifying mathematical assertions and software
correctness. Despite the advances in artificial intelligence and machine
learning, the specialized nature of Coq syntax and semantics poses unique
challenges for Large Language Models (LLMs). Addressing this gap, we present a
comprehensive dataset specifically designed to enhance LLMs' proficiency in
interpreting and generating Coq code. This dataset, derived from a collection
of over 10,000 Coq source files, encompasses a wide array of propositions,
proofs, and definitions, enriched with metadata including source references and
licensing information. Our primary aim is to facilitate the development of LLMs
capable of generating syntactically correct and semantically meaningful Coq
constructs, thereby advancing the frontier of automated theorem proving.
Initial experiments with this dataset have showcased its significant potential;
models trained on this data exhibited enhanced accuracy in Coq code generation.
Notably, a particular experiment revealed that a fine-tuned LLM was capable of
generating 141 valid proofs for a basic lemma, highlighting the dataset's
utility in facilitating the discovery of diverse and valid proof strategies.
This paper discusses the dataset's composition, the methodology behind its
creation, and the implications of our findings for the future of machine
learning in formal verification. The dataset is accessible for further research
and exploration:
https://huggingface.co/datasets/florath/coq-facts-props-proofs-gen0-v1
",cs.AI cs.LO
